course_id,Title,URL,Short_Intro,Category,Sub-Category,Course_Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,user_ratings
C977,Writing and Editing: Word Choice and Word Order,https://www.coursera.org/learn/writing-editing-words,"This course will teach you how to use your written words to become more persuasive. You’ll learn creative ways to use syntax, effective techniques for telling stories, and a clever method for arranging a complex series of information. You’ll also get a chance to both professionalize your use of punctuation and add a bit of style and sophistication to how you craft everything from sentences to slogans.  ",Personal Development,Personal Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Persuasion,Creativity,Writing,Time management,Editing,",Patrick Barry,4.7,1658,Approx. 20 hours to complete,Coursera,3.0
C978,Code Yourself! An Introduction to Programming,https://www.coursera.org/learn/intro-programming,"Have you ever wished you knew how to program, but had no idea where to start from? This course will teach you how to program in Scratch, an easy to use visual programming language. More importantly, it will introduce you to the fundamental principles of computing and it will help you think like a software engineer.",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish","Computer Programming,Algorithms,Programming Language,Scratch (Programming Language),",Dr Areti Manataki,4.7,3147,Approx. 11 hours to complete,Coursera,2.5
C979,Introduction to Machine Learning,https://www.coursera.org/learn/machine-learning-duke,"This course will provide you a foundational understanding of machine learning models (logistic regression, multilayer perceptrons, convolutional neural networks, natural language processing, etc.) as well as demonstrate how these models can solve complex problems in a variety of industries, from medical diagnostics to image recognition to text prediction. In addition, we have designed practice exercises that will give you hands-on experience implementing these data science models on data sets. These practice exercises will teach you how to implement machine learning algorithms with PyTorch, open source libraries used by leading tech companies in the machine learning field (e.g., Google, NVIDIA, CocaCola, eBay, Snapchat, Uber and many more).",Data Science,Machine Learning,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Natural Language Processing,Convolutional Neural Network,Machine Learning,Python Programming,pytorch,",Lawrence Carin,4.7,3264,Approx. 21 hours to complete,Coursera,3.0
C980,The Cycle: Management of Successful Arts and Cultural Organizations,https://www.coursera.org/learn/the-cycle,"What makes a successful arts and cultural organization? Led by DeVos Institute Chairman Michael M. Kaiser and President Brett Egan, this course will introduce you to a management theory called the Cycle which supports thriving arts and cultural organizations. Learning from our work with managers from over 80 countries around the world, the DeVos Institute developed the Cycle as a simple, but powerful tool to assist managers in their effort to respond to an increasingly complex environment and propel their institutions to excellence. ",Arts and Humanities,Music and Art,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Fundraising,Management,Marketing,Planning,",Michael M. Kaiser,4.8,616,Approx. 12 hours to complete,Coursera,3.75
C981,Getting Started with SAS Programming,https://www.coursera.org/learn/sas-programming-basics,"This course is for users who want to learn how to write SAS programs to access, explore, prepare, and analyze data. It is the entry point to learning SAS programming for data science, machine learning, and artificial intelligence. It is a prerequisite to many other SAS courses.",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Persian","SAS Studio,Import Data,Reports,Prepare Data,SAS Programs,",Stacey Syphus,4.8,2817,Approx. 24 hours to complete,Coursera,3.0
C982,Earth Economics,https://www.coursera.org/learn/earth-economics,"After this course you will be an Earth Economist that can provide evidence-based advise on the best global policy. As an Earth Economist you will better understand the behavior and advice of economists, have become a better economist yourself and know where to find Earth's data and how to analyze these world observations. Our planet is too important: we need you to get engaged!",Social Sciences,Economics,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Earth Economics,Policy Development,Data Analysis,Policy Analysis,You will develop a good understanding about why we need Earth Economics in addition to traditional macroeconomics (nation-level) and microeconomics (individual and firm level,",Peter A.G. van Bergeijk,4.7,58,Approx. 20 hours to complete,Coursera,3.5
C983,Product Management Essentials,https://www.coursera.org/learn/product-management-essentials,"Product management is one of the fastest growing and most lucrative jobs available today. Companies have awoken to the desperate need for product managers to create products that customers love, that integrate design, functionality, and business solutions. In our course, we define the fundamentals of product management and why this role is so coveted as a launch pad for future CEOs and startup founders.",Business,Business Essentials,Course,English,Subtitles: English,"Customer Development,Product Development,Marketing,Product Management,Leadership,",Dr. James V. Green,4.6,190,Approx. 6 hours to complete,Coursera,3.0
C984,"Algorithms for Searching, Sorting, and Indexing",https://www.coursera.org/learn/algorithms-searching-sorting-indexing,"This course covers basics of algorithm design and analysis, as well as algorithms for sorting arrays, data structures such as priority queues, hash functions, and applications such as Bloom filters.",Computer Science,Algorithms,Course,English,Subtitles: English,"Analysis of Algorithms,Hashtables,Algorithm Design,Python Programming,Data Structure Design,",Sriram Sankaranarayanan,4.7,230,Approx. 34 hours to complete,Coursera,2.0
C985,Econometrics: Methods and Applications,https://www.coursera.org/learn/erasmus-econometrics,Welcome!,Data Science,Probability and Statistics,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Linear Regression,Time Series,Econometrics,Regression Analysis,",Francine Gresnigt,4.6,1137,Approx. 66 hours to complete,Coursera,3.0
C986,Operations Analytics,https://www.coursera.org/learn/wharton-operations-analytics,"This course is designed to impact the way you think about transforming data into better decisions. Recent extraordinary improvements in data-collecting technologies have changed the way firms make informed and effective business decisions. The course on operations analytics, taught by three of Wharton’s leading experts, focuses on how the data can be used to profitably match supply with demand in various business settings. In this course, you will learn how to model future demand uncertainties, how to predict the outcomes of competing policy choices and how to choose the best course of action in the face of risk. The course will introduce frameworks and ideas that provide insights into a spectrum of real-world business challenges, will teach you methods and software available for tackling these challenges quantitatively as well as the issues involved in gathering the relevant data.",Business,Business Strategy,Course,English,"Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Simulation,Mathematical Optimization,Solver,Decision Tree,",Senthil Veeraraghavan,4.7,4957,Approx. 10 hours to complete,Coursera,3.0
C987,Containerized Applications on AWS,https://www.coursera.org/learn/containerized-applications-on-aws,"This course introduces you to container technologies and how they can be used to modernize your applications, as well as exploring how different AWS services can be used to manage and orchestrate those containers.",Information Technology,Cloud Computing,Course,English,Subtitles: English,"App Runner,Kubernetes,Containers,Amazon Elastic Container Registry,Microservices,",Morgan Willis,4.7,92,Approx. 12 hours to complete,Coursera,2.33
C989,Global Financing Solutions  (by EDHEC and Société Générale),https://www.coursera.org/learn/global-financing-solutions,"The MOOC Global Financing Solutions is your online gateway to better understanding of the dynamics of Finance, and its role at the very heart of promoting the “real economy” and global growth. Concretely, you will learn how companies finance themselves using banks and capital markets and how Environmental, Social and Corporate Governance criteria are now deeply integrated in all financing processes. ",Business,Finance,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Syndication,project finance,Capital Market,Acquisition & Buy-Outs,Sustainability,",Laurent DEVILLE,4.7,158,Approx. 14 hours to complete,Coursera,3.0
C990,React Basics,https://www.coursera.org/learn/react-basics,"React is a powerful JavaScript library that you can use to build user interfaces for web and mobile applications (apps). In this course, you will explore the fundamental concepts that underpin the React library and learn the basic skills required to build a simple, fast, and scalable app.",Computer Science,Mobile and Web Development,Course,English,Subtitles: English,"Web Application,Front-End Web Development,React (Web Framework),Application development,",Taught by Meta Staff,4.8,649,Approx. 26 hours to complete,Coursera,3.0
C991,Probabilistic Graphical Models 1: Representation,https://www.coursera.org/learn/probabilistic-graphical-models,"Probabilistic graphical models (PGMs) are a rich framework for encoding probability distributions over complex domains: joint (multivariate) distributions over large numbers of random variables that interact with each other. These representations sit at the intersection of statistics and computer science, relying on concepts from probability theory, graph algorithms, machine learning, and more. They are the basis for the state-of-the-art methods in a wide variety of applications, such as medical diagnosis, image understanding, speech recognition, natural language processing, and many, many more. They are also a foundational tool in formulating many machine learning problems. ",Data Science,Machine Learning,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Bayesian Network,Graphical Model,Markov Random Field,",Daphne Koller,4.6,1408,Approx. 66 hours to complete,Coursera,3.0
C992,Introduction to Enterprise Computing,https://www.coursera.org/learn/introduction-enterprise-computing,"Large Scale Enterprise Computing powers all major transactions, and the Mainframe is responsible for 87% of all credit card transactions and enables 71% of all Fortune 500 companies. Mainframes are fundamental on how we do business, and IBM Z is the only production mainframe sold today. Virtually everyone depends on it. This is your introduction to the hardware, operating systems, security, and features that make this possible.",Information Technology,Cloud Computing,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Mainframe,z/OS,Enterprise Software,security,IBM Z,",Jeff Bisti,4.7,810,Approx. 9 hours to complete,Coursera,3.0
C993,ChatGPT for Beginners: Using AI For Market Research,https://www.coursera.org/projects/chat-gpt-for-beginners-using-ai-for-market-research,Compile your outputs into a final market research report,Business,Business Strategy,Project,English,,"Business Analytics,Market Analysis,Business Strategy,Market Research,ChatGPT,",Jan Demiralp,4.7,18,1 Hour,Coursera,3.5
C994,Getting Started with Power BI Desktop,https://www.coursera.org/projects/power-bi-desktop,"In this 2-hour long project-based course, you will learn the basics of using Power BI Desktop software. We will do this by analyzing data on credit card defaults with Power BI Desktop. Power BI Desktop is a free Business Intelligence application from Microsoft that lets you load, transform, and visualize data. You can create interactive reports and dashboards quite easily, and quickly. We will learn some of the basics of Power BI by importing, transforming, and visualizing the data.

This course is aimed at learners who are looking to get started with the Power BI Desktop software. There are no hard prerequisites and any competent computer user should be able to complete the project successfully.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions.",Business,Business Essentials,Project,English,,"Business Analytics,Data Analysis,Data Visualization (DataViz),power bi,Business Intelligence,",Amit Yadav,4.7,3242,2 hours,Coursera,3.0
C995,Coding for Beginners: An Easy Introduction,https://www.coursera.org/projects/coding-for-beginners-an-easy-introduction,Basic Coding,Computer Science,Software Development,Project,English,,"Basic Coding,Basic programming concepts,Programming Language,Python Programming,Computer Programming,",Skills Network,,,2 hours,Coursera,2.0
C996,ChatGPT for Beginners: SciFi Writing with Dall-e,https://www.coursera.org/projects/chatgpt-dall-e-scifi-writing,Critical Thinking,Computer Science,Algorithms,Project,English,,"Critical Thinking,Creative Writing,AI communication,",Danilo Oliveira Vaz,,,2 hours,Coursera,3.0
C997,Curso Completo de Power BI Desktop,https://www.coursera.org/projects/curso-completo-power-bi,Conocer el funcionamiento de Power BI Desktop,Data Science,Data Analysis,Project,Spanish,,,Leire Ahedo,4.4,546,2 horas,Coursera,2.0
C998,Excel for Beginners: Pivot Tables,https://www.coursera.org/projects/excel-for-beginners-pivot-tables,Format data generated from the pivot tables into visual graphs for easy readability.,Business,Business Essentials,Project,English,,"Spreadsheet,Microsoft Excel,",Edward Falzon ,4.6,30,2 hours,Coursera,3.0
C999,Cloud SQL for MySQL: Qwik Start,https://www.coursera.org/learn/googlecloud-cloud-sql-for-mysql-qwik-start-etqlf?specialization=google-cloud-database-engineer,SQL Operations,Data Science,Data Analysis,Project,English,,"MySQL,cloud sql,SQL Operations,",,,,30 Minutes,Coursera,3.5
C1000,Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service,https://www.coursera.org/learn/googlecloud-migrating-to-cloud-sql-from-amazon-rds-for-mysql-using-databas-lyazm?specialization=google-cloud-database-engineer,"This is a self-paced lab that takes place in the Google Cloud console.

In this lab, you migrate MySQL data from an Amazon RDS instance for MySQL to Cloud SQL for MySQL using a one-time Database Migration Service job and an IP allowlist for connectivity. After you create and run the migration job, you confirm that the data have been successfully migrated to your Cloud SQL for MySQL instance.",Information Technology,Cloud Computing,Project,English,,"Database (DBMS),Google Cloud Platform,MySQL,",,,,1.5 hours,Coursera,3.0
C1001,Cloud Spanner - Defining Schemas and Understanding Query Plans,https://www.coursera.org/learn/googlecloud-cloud-spanner-defining-schemas-and-understanding-query-plans-b8liu?specialization=google-cloud-database-engineer,This is a self-paced lab that takes place in the Google Cloud console. In this lab you review schema related features of Cloud Spanner and apply those to a Banking Operations database. You also review the methods and rules by which Cloud Spanner creates query plans.,Information Technology,Data Management,Project,English,,"Database (DBMS),Data Management,Google Cloud Platform,",,,,1.5 hours,Coursera,4.33
C1002,Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL,https://www.coursera.org/learn/googlecloud-configure-replication-and-enable-point-in-time-recovery-for-cl-44p4k?specialization=google-cloud-database-engineer,"Confirm that the recovered database reflects an earlier point in time.
",Information Technology,Cloud Computing,Project,English,,"Postgresql,Google Cloud Platform,cloud sql,",,,,40 minutes,Coursera,4.0
C1003,Migrate to Cloud SQL for PostgreSQL using Database Migration Service,https://www.coursera.org/learn/googlecloud-migrate-to-cloud-sql-for-postgresql-using-database-migration-s-xebrc?specialization=google-cloud-database-engineer,Google Cloud Platform,Information Technology,Cloud Computing,Project,English,,"Database (DBMS),Data Management,Google Cloud Platform,",,,,1 hour,Coursera,3.0
C1004,Connect an App to a Cloud SQL for PostgreSQL Instance,https://www.coursera.org/learn/googlecloud-connect-an-app-to-a-cloud-sql-for-postgresql-instance-mhiqu?specialization=google-cloud-database-engineer,Kubernetes,Data Science,Data Analysis,Project,English,,"Postgresql,Kubernetes,cloud sql,",,,,1 hour,Coursera,5.0
C1005,Cloud Spanner - Loading Data and Performing Backups,https://www.coursera.org/learn/googlecloud-cloud-spanner-loading-data-and-performing-backups-cd0yv?specialization=google-cloud-database-engineer,This is a self-paced lab that takes place in the Google Cloud console. In this lab you explore various ways to load data into Cloud Spanner as well as perform a backup of your database.,Information Technology,Data Management,Project,English,,"Database (DBMS),Dataflow,Data Management,Google Cloud Platform,",,,,1.5 hours ,Coursera,4.0
C1006,Deploy a Modern Web App connected to a Cloud Spanner Instance,https://www.coursera.org/learn/googlecloud-deploy-a-modern-web-app-connected-to-a-cloud-spanner-instance-l4vor?specialization=google-cloud-database-engineer,This is a self-paced lab that takes place in the Google Cloud console. In this lab you build and deploy a Node.js application connected to a Cloud Spanner instance. The Node.js application is a stock price visualization tool named OmegaTrade. The OmegaTrade application stores stock prices in Cloud Spanner and renders visualizations using Google Charts.,Information Technology,Data Management,Project,English,,"Node.Js,Database (DBMS),Google Cloud Platform,",,,,1.5 hours,Coursera,4.0
C1007,A Tour of Google Cloud Hands-on Labs,https://www.coursera.org/learn/googlecloud-a-tour-of-google-cloud-hands-on-labs-5s3nf?specialization=google-cloud-database-engineer,Learn how to use the Google Cloud Navigation menu to identify types of Google Cloud services,Information Technology,Cloud Computing,Project,English,,"Cloud Platforms,Cloud Storage,Google Cloud Platform,",,4.7,113,45 minutes,Coursera,3.0
C1008,Migrating On-premises MySQL Using a Continuous Database Migration Service Job,https://www.coursera.org/learn/googlecloud-migrating-on-premises-mysql-using-a-continuous-database-migrat-hy9uq?specialization=google-cloud-database-engineer,"This is a self-paced lab that takes place in the Google Cloud console.

In this lab, you migrate an on-premises MySQL database (running on a virtual machine) to Cloud SQL for MySQL using a continuous Database Migration Service job and VPC peering for connectivity. After you create and run the migration job, you confirm that an initial copy of your database has been successfully migrated to your Cloud SQL for MySQL instance. Then, you explore how continuous migration jobs continue to apply data updates from your source database to your Cloud SQL instance until you choose to complete the job. To conclude the migration job, you promote the Cloud SQL instance to be a new standalone database for reading and writing data.",Information Technology,Cloud Computing,Project,English,,"Database (DBMS),Google Cloud Platform,MySQL,",,,,1.5 hours,Coursera,3.67
C1009,Securing a Cloud SQL for PostgreSQL Instance,https://www.coursera.org/learn/googlecloud-securing-a-cloud-sql-for-postgresql-instance-16bmr?specialization=google-cloud-database-engineer,Google Cloud Platform,Information Technology,Cloud Computing,Project,English,,"Cloud Computing Security,Database (DBMS),Google Cloud Platform,",,,,40 minutes,Coursera,3.0
C1010,Visual Perception for Self-Driving Cars,https://www.coursera.org/learn/visual-perception-self-driving-cars?specialization=self-driving-cars,"Welcome to Visual Perception for Self-Driving Cars, the third course in University of Toronto’s Self-Driving Cars Specialization.",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Steven Waslander,4.7,533,Approx. 31 hours to complete,Coursera,3.33
C1011,Introduction to Data Analytics for Business,https://www.coursera.org/learn/data-analytics-business?specialization=data-analytics-business,"This course will expose you to the data analytics practices executed in the business world. We will explore such key areas as the analytical process, how data is created, stored, accessed, and how the organization works with data and creates the environment in which analytics can flourish.",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Data Model,Data Quality,Data Analysis,SQL,",David Torgerson,4.7,3034,Approx. 11 hours to complete,Coursera,3.0
C1012,Writing Winning Resumes and Cover Letters,https://www.coursera.org/learn/resume-writing?specialization=english-interview-resume,How can you bring your resume to the top of the pile?  How can you present yourself to prospective employers using the language they already speak inside their organization? This course will give you answers to those questions.  You will learn how to convert a boring resume into a dynamic asset statement that conveys your talents in the language that an employer understands.,Business,Business Essentials,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Persian",,Charles Duquette,4.6,290,Approx. 12 hours to complete,Coursera,2.0
C1013,Fundamentals of Investing,https://www.coursera.org/learn/investing-fundamentals?specialization=personal-finance-fundamentals,"This is primarily aimed at novice investors who want to better understand the concept of investing and how it can fit into their overall financial plan. Taught by a CERTIFIED FINANCIAL PLANNER™ Professional, this course will cover different investment vehicles, risk tolerance, diversification, and the difference between active and passive investing, as well as investment fees and taxes.",Personal Development,Personal Development,Course,English,Subtitles: English,"Investment Fees,Diversification,Active vs. Passive Investing,Risk Aversion,Investment,",Lauren Anastasio,4.5,44,Approx. 7 hours to complete,Coursera,3.0
C1014,Verb Tenses and Passives,https://www.coursera.org/learn/verb-passives?specialization=advanced-grammar-punctuation,"This is the first course in the Learn English: Advanced Grammar and Punctuation specialty. In this course, you will review the verb tenses that you learned in beginning English classes and learn about a few tenses you may not know very well. In all, you'll cover all 12 of the English verb tenses and passive verb forms. Most importantly, you'll learn how to blend these tenses, which is what native speakers frequently do. This course is vital to your becoming a more fluent English speaker.",Language Learning,Learning English,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","English Grammar,Grammar,Perfect Tenses,English Language,",Tamy Chapman,4.8,1816,Approx. 24 hours to complete,Coursera,4.0
C1015,Spanish Vocabulary: Careers and Social Events,https://www.coursera.org/learn/spanish-vocabulary-careers?specialization=learn-spanish,"¡Hola! This fourth course will introduce new vocabularies in the areas of dining, fashion, professions and careers and will bring you ever closer to the 500 word threshold for beginning Spanish. The course will also introduce the subjunctive and the future tense so that you can begin to speak about future events, things they desire and pursuing professional goals. This is the final course before you will undertake a project that showcases your mastery of basic Spanish vocabulary and grammar.",Language Learning,Other Languages,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Dr. Robert Blake,4.7,196,Approx. 19 hours to complete,Coursera,3.67
C1016,"Introduction to CAD, CAM, and Practical CNC Machining",https://www.coursera.org/learn/introduction-cad-cam-practical-cnc-machining?specialization=autodesk-cad-cam-manufacturing,"This course introduces you to the foundational knowledge in computer-aided design, manufacture, and the practical use of CNC machines. In this course we begin with the basics in Autodesk® Fusion 360™ CAD by learning how to properly sketch and model 3D parts.  Before we program any toolpaths, we’ll explore CNC machining basics to ensure we have the ground level foundational knowledge needed to effectively define toolpaths. Finally, we explore the basics of setting up a CAM program and defining toolpaths to cut simple geometry. This is the same basic process that gets repeated for the design and manufacture of any part and is a critical step in learning and understanding the process.",Physical Science and Engineering,Mechanical Engineering,Course,English,Subtitles: English,"Manufacturing Process Management,Computer-Aided Design (CAD),Computer-Aided Manufacturing,Autodesk Fusion 360,Mechanical Engineering,",Autodesk,4.8,788,Approx. 19 hours to complete,Coursera,3.0
C1017,AI For Medical Treatment,https://www.coursera.org/learn/ai-for-medical-treatment?specialization=ai-for-medicine,"AI is transforming the practice of medicine. It’s helping doctors diagnose patients more accurately, make predictions about patients’ future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.",Data Science,Machine Learning,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","treatment effect estimation,machine learning interpretation,Random Forest,natural language entity extraction,question-answering,",Pranav Rajpurkar,4.7,488,Approx. 22 hours to complete,Coursera,3.0
C1018,Introduction to Corporate Finance,https://www.coursera.org/learn/wharton-finance?specialization=finance-quantitative-modeling-analysts,"This course provides a brief introduction to the fundamentals of finance, emphasizing their application to a wide variety of real-world situations spanning personal finance, corporate decision-making, and financial intermediation. Key concepts and applications include: time value of money, risk-return tradeoff, cost of capital, interest rates, retirement savings, mortgage financing, auto leasing, capital budgeting, asset valuation, discounted cash flow (DCF) analysis, net present value, internal rate of return, hurdle rate, payback period.",Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Discounted Cash Flow,Decision-Making,Corporate Finance,Cash Flow Analysis,",Michael R Roberts,4.6,5675,Approx. 7 hours to complete,Coursera,3.0
C1019,Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox?specialization=data-structures-algorithms,"This online course covers basic algorithmic techniques and ideas for computational problems arising frequently in practical applications: sorting and searching, divide and conquer, greedy algorithms, dynamic programming. We will learn a lot of theory: how to sort data and how it helps for searching; how to break a large problem into pieces and solve them recursively; when it makes sense to proceed greedily; how dynamic programming is used in genomic studies. You will practice solving computational problems, designing new algorithms, and implementing solutions efficiently (so that they run in less than a second).",Computer Science,Algorithms,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Dynamic Programming,Debugging,Software Testing,Algorithms,Computer Programming,",Neil Rhodes,4.6,12161,Approx. 40 hours to complete,Coursera,2.0
C1020,Fundamentals of Machine Learning for Healthcare,https://www.coursera.org/learn/fundamental-machine-learning-healthcare?specialization=ai-healthcare,Machine learning and artificial intelligence hold the potential to transform healthcare and open up a world of incredible promise. But we will never realize the potential of these technologies unless all stakeholders have basic competencies in both healthcare and machine learning concepts and principles. ,Data Science,Machine Learning,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,Matthew Lungren,4.8,280,Approx. 14 hours to complete,Coursera,3.0
C1021,Regression Models,https://www.coursera.org/learn/regression-models?specialization=data-science-statistics-machine-learning,"Linear models, as their name implies, relates an outcome to a set of predictors of interest using linear assumptions.  Regression models, a subset of linear models, are the most important statistical analysis tool in a data scientist’s toolkit. This course covers regression analysis, least squares and inference using regression models. Special cases of the regression model, ANOVA and ANCOVA will be covered as well. Analysis of residuals and variability will be investigated. The course will cover modern thinking on model selection and novel uses of regression models including scatterplot smoothing.",Data Science,Probability and Statistics,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Model Selection,Generalized Linear Model,Linear Regression,Regression Analysis,","Brian Caffo, PhD",4.4,3322,Approx. 53 hours to complete,Coursera,3.0
C1022,EMT Foundations,https://www.coursera.org/learn/emt-foundations?specialization=become-an-emt,"In this course, you will get a thorough introduction to the emergency medical services system, and learn the foundation components to how it works as a whole. You will also learn the nuts and bolts of becoming a healthcare provider, and gain some basic knowledge about the human body. By the end of the course, you will be able to 1) understand the history and components of the EMS system, 2) speak the language of medicine with basic medical terminology, as well as have an understanding of basic human anatomy, 3) understand the different types of communications and how they are specific to EMS, 4) take vital signs and master the normal from the abnormal, and 5) master personal and scene safety, and begin the process of patient assessment.",Health,Patient Care,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",,"Angela Wright, MD",4.8,961,Approx. 14 hours to complete,Coursera,3.0
C1023,Culminating Project in Health Informatics,https://www.coursera.org/learn/culminating-project-course-in-health-informatics?specialization=health-informatics,"This capstone course in the Health Informatics Specialization will allow learners to create a comprehensive plan for an informatics intervention of their choosing, and that will demonstrate to current or future employers the new skills obtained through the completion of this series of five courses in Health Informatics.",Health,Health Informatics,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish",,"Ashwini S. Davison, M.D.",4.8,43,Approx. 14 hours to complete,Coursera,3.0
C1024,Managing Network Security,https://www.coursera.org/learn/managing-network-cybersecurity?specialization=managing-cybersecurity,Almost every organization uses computer networks to share their information and to support their business operations. When we allow network access to data  it is exposed to threats from inside and outside of the organization.  This course examines the threats associated with using internal and external networks and how to manage the protection of information when it’s accessible via networks.,Information Technology,Security,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Wireless Security,Intrusion Detection System,Firewall (Computing),Computer Network,","Herbert J. Mattord, Ph.D., CISM, CISSP, CDP",4.7,194,Approx. 15 hours to complete,Coursera,3.5
C1025,Digital Transformation,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation?specialization=leading-modern-day-business,"Digital transformation is a hot topic--but what exactly is it and what does it mean for companies? In this course, developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global management experts, we talk about digital transformation in two ways. First we discuss the pace of change and the imperative it creates for businesses. Next we provide the context for this transformation and what it takes to win in the digital age. Then we walk through BCG's proprietary framework, which helps you identify key areas to digitize, including strategy, core processes, and technology.",Business,Leadership and Management,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Technology Disruption,Digital Trends,Competitive Lifecycle,Digital Strategy,Strategic Management,",Michael Lenox,4.8,5842,Approx. 14 hours to complete,Coursera,2.0
C1026,Programming for the Internet of Things Project,https://www.coursera.org/learn/internet-of-things-project?specialization=iot,"In this Capstone course, you will design a microcontroller-based embedded system. As an option, you can also build and test a system. The focus of your project will be to design the system so that it can be built on a low-cost budget for a real-world application. To complete this project you'll need to use all the skills you've learned in the course (programming microcontrollers, system design, interfacing, etc.). The project will include some core requirements, but leave room for your creativity in how you approach the project. In the end, you will produce a unique final project, suitable for showcasing to future potential employers.  ",Physical Science and Engineering,Electrical Engineering,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Arduino,Python Programming,Internet Of Things (IOT),Raspberry Pi,",Ian Harris,4.7,866,Approx. 6 hours to complete,Coursera,3.0
C1027,"Twitter, LinkedIn, and YouTube Marketing",https://www.coursera.org/learn/twitter-linkedin-youtube-marketing?specialization=social-media-marketing-practice,Digital Marketing Institute is the global standard in Digital Marketing Certification. Our mission is to give our students the confidence and knowledge they need to advance in their careers through this specialization.,Business,Marketing,Course,English,Subtitles: English,"Use LinkedIn Campaign Manager to optimize B2B advertising campaigns,Set up a YouTube channel,Use Ads Manager to create and optimize Twitter ads,Use social selling tactics to connect and engage with prospects,Build a personal brand on LinkedIn,",Digital Marketing Institute,4.4,36,Approx. 11 hours to complete,Coursera,2.0
C1028,Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness ,https://www.coursera.org/learn/nonprofit-gov-capstone?specialization=nonprofit,"The Capstone Project is a service learning experience designed to apply the knowledge and skills developed in the three Specialization courses  to a real world leadership and governance situation. It is also intended to develop the participant's capability to act as an agent for positive change in nonprofit organizations. To this end, you will analyze the leadership and governance effectiveness of a real board of directors in an organization of your own choosing (or, if that is not possible, data gathered from a real board provided by the course instructors). By the end of the Capstone Project, you will have produced a professional consulting report detailing your analysis and recommendations to improve board leadership and governance effectiveness. You will then present it to the board and advise them on implementing change.",Business,Leadership and Management,Course,English,Subtitles: English,,"Prof. Yvonne Cafik Harrison, PhD",,,Approx. 66 hours to complete,Coursera,3.0
